Age	Baths	DaysOffMkt	Garage	GLA	GolfCourse	LotSize	OceanView	Sum
-178030.9342	23533.37048	-2115107.738	-67880.26351	-148236.8356	0	2400513.563	0	1914965.719
-216180.42	23533.37048	-1881702.544	-67880.26351	-147271.2572	0	2425714.8	0	2136388.243
-152597.9436	23533.37048	-2442727.947	-222185.9057	-107406.6621	0	2281011.488	215384.4597	1595185.417
-241613.4106	23533.37048	-1775155.528	-67880.26351	-117614.2055	0	2425237.218	215384.4597	2462066.198
-203463.9247	23533.37048	-1975904.43	-67880.26351	-117614.2055	0	2425237.218	215384.4597	2299466.782
-165314.4389	23533.37048	-2347391.582	-67880.26351	-130994.3637	0	2498833.214	215384.4597	2026344.953
-190747.4295	183131.4097	-1768823.276	-67880.26351	228017.4737	0	2315181.458	215384.4597	2914438.389
-190747.4295	23533.37048	-1774462.212	-67880.26351	24442.95954	0	2348289.106	0	2363350.088
-495943.3166	121664.485	-2207556.121	-33940.13176	-101337.3119	156094.854	2295742.293	0	1734899.308
-330628.8777	0	-2326463.574	-67880.26351	-185480.5751	0	2245186.958	0	1334908.225
-356061.8683	0	-1866455.176	-67880.26351	-430139.8996	0	2038972.499	0	1318609.849
-241613.4106	23533.37048	-1820031.92	-33940.13176	-361412.1488	156094.854	2039671.179	0	1762476.35
-216180.42	23533.37048	-1771894.967	-33940.13176	-228517.7851	156094.854	2069753.237	0	1999022.714
-394211.3542	23533.37048	-1255530.321	-67880.26351	-112372.494	156094.854	2263080.384	0	2612888.733
0	23533.37048	-2003425.305	-222185.9057	-186859.9728	0	2037691.586	0	1648928.33
-267046.4012	47066.74095	-2037421.679	-33940.13176	-186859.9728	0	2037691.586	0	1559664.699
-190747.4295	23533.37048	-2089682.231	-33940.13176	-219551.6996	156094.854	2049957.302	0	1695838.592
-228896.9153	23533.37048	-1262305.246	-67880.26351	-181342.3818	156094.854	2037225.799	0	2476603.774
-203463.9247	23533.37048	-1833936.733	-67880.26351	-181342.3818	156094.854	2037225.799	0	1930405.278
-216180.42	47066.74095	-1813149.038	-222185.9057	-135270.4967	156094.854	2037031.721	0	1853582.013
-216180.42	47066.74095	-1817554.082	-33940.13176	-135270.4967	156094.854	2037031.721	0	2037422.743
-216180.42	0	-1745366.764	-67880.26351	-148098.8959	156094.854	2037031.721	0	2015774.789
-178030.9342	47066.74095	-2217566.455	-67880.26351	-148098.8959	156094.854	2037031.721	0	1628791.325
-190747.4295	23533.37048	-2060895.366	-67880.26351	-171686.5975	156094.854	2037013.478	0	1725606.603
-381494.8589	47066.74095	-1836931.853	-67880.26351	-197895.1549	156094.854	2037031.721	0	1756165.743
-368778.3636	47066.74095	-1835174.26	-67880.26351	-188239.3706	156094.854	2112097.108	0	1855361.002
-394211.3542	23533.37048	-1762004.462	-33940.13176	-200653.9504	156094.854	2085882.44	0	1874875.323
-356061.8683	23533.37048	-1788582.063	-67880.26351	-202033.3481	0	2301900.221	0	1911050.606
-394211.3542	70600.11143	-1864315.804	-33940.13176	-667370.88	0	1923902.16	0	1034838.658
-419644.3448	47066.74095	-1557325.77	-33940.13176	-448901.8468	0	1871740.064	0	1459169.268
-330628.8777	0	-1585072.986	-67880.26351	-463665.6317	0	2027715.988	0	1580642.786
-241613.4106	23533.37048	-1872341.824	-33940.13176	-226034.8691	0	2039360.655	0	1689138.347
-216180.42	23533.37048	-2024470.679	-33940.13176	-226034.8691	0	2044018.522	0	1567100.349
-267046.4012	23533.37048	-1516805.462	-33940.13176	-226034.8691	0	2059733.52	0	2039614.584
-228896.9153	23533.37048	-1818533.26	-33940.13176	-447123.6699	0	2068627.585	0	1563841.536
-483226.8213	70600.11143	-2107452.776	-33940.13176	-586745.4035	156094.854	2055008.755	0	1070513.144
-470510.326	0	-2194288.996	0	-197895.1549	156094.854	2073906.501	0	1367481.435
-508659.8119	70600.11143	-1828586.807	-33940.13176	-526926.5015	156094.854	2073906.501	0	1402662.772
-483226.8213	70600.11143	-2166925.94	-33940.13176	-526926.5015	156094.854	2073906.501	0	1089756.629
-546809.2978	70600.11143	-1809019.308	-33940.13176	-586745.4035	156094.854	2055197.402	0	1305552.784
-445077.3354	47066.74095	-1611654.065	-33940.13176	-440019.4701	0	2260946.891	0	1777497.186
-381494.8589	47066.74095	-2169281.313	-33940.13176	-424457.8895	0	2260946.891	0	1299013.996
-470510.326	23533.37048	-1944336.368	-33940.13176	-221344.9167	156094.854	2071034.15	0	1580705.189
-483226.8213	23533.37048	-1798851.045	-33940.13176	-480276.6023	156094.854	2051238.215	0	1434746.397
-470510.326	70600.11143	-1884425.894	-33940.13176	-498317.4615	156094.854	2041340.248	0	1381015.957
-457793.8307	47066.74095	-1761198.111	-33940.13176	-171686.5975	156094.854	2044794.833	0	1823512.314
-432360.8401	70600.11143	-2007225.279	-33940.13176	-519124.0361	156094.854	2064235.605	0	1298454.841
-495943.3166	23533.37048	-1291340.375	-33940.13176	-224103.7122	156094.854	2052557.944	0	2187033.19
-470510.326	183131.4097	-2075465.241	-33940.13176	-200653.9504	156094.854	2050617.167	0	1609448.338
-483226.8213	23533.37048	-1857041.942	-33940.13176	-417691.9849	156094.854	2058380.278	0	1446282.179
-521376.3072	23533.37048	-1362182.037	-33940.13176	-480276.6023	156094.854	2068084.168	0	1850111.871
-406927.8495	183131.4097	-1739262.385	-67880.26351	-105475.5052	156094.854	2270051.026	0	2289905.844
-406927.8495	23533.37048	-1727891.347	-33940.13176	-124787.0738	156094.854	2558280.886	0	2444537.266
-330628.8777	23533.37048	-2220619.492	-33940.13176	-124787.0738	156094.854	2558280.886	0	2028108.092
-406927.8495	70600.11143	-2091680.161	-33940.13176	-602350.3344	156094.854	2060346.674	0	1152317.72
-432360.8401	0	-1790721.434	-33940.13176	-521724.8579	156094.854	2068098.928	0	1445621.075
-432360.8401	0	-1720122.183	-33940.13176	-521724.8579	156094.854	2068098.928	0	1516220.326
0	183131.4097	-2214622.239	-222185.9057	-521724.8579	156094.854	2068098.928	0	1448966.746
-394211.3542	0	-2214622.239	-33940.13176	-521724.8579	156094.854	2068098.928	0	1059869.756
-445077.3354	23533.37048	-1873993.716	-33940.13176	-480276.6023	156094.854	2226907.354	0	1573422.35
